"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.__",0,0,NA,0,0,1,0.916
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured",0,0,NA,0,0,1,0.753
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae",0,0,NA,0,0,1,0.408
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__",0,0,NA,0,0,1,0.242
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__053A03.B.DI.P58.f__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Silvanigrellales.f__Silvanigrellaceae",0,0,NA,0,0,1,0.321
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__.f__Geopsychrobacteraceae",0,0,NA,0,0,1,0.117
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Blattabacteriaceae",0,0,NA,0,0,1,0.459
"d__Bacteria.k__.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Litoricolaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae",0,0,NA,0,0,1,0.461
"d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae",0,0,NA,0,0,1,0.956
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae",0,0,NA,0,0,1,0.238
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae",0,0,NA,0,0,1,0.669
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__Ardenticatenaceae",0,0,NA,0,0,1,0.876
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Arctic97B.4_marine_group.f__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured",0,0,NA,0,0,1,0.728
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae",0,0,NA,0,0,1,0.936
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodomicrobiaceae",0,0,NA,0,0,1,0.794
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae",0,0,NA,0,0,1,0.122
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__",0,0,NA,0,0,1,0.597
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae",0,0,NA,0,0,1,0.307
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Thermosynechococcales.f__Acaryochloridaceae",0,0,NA,0,0,1,0.798
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae",0,0,NA,0,0,1,0.619
"d__Bacteria.k__.p__Acidobacteriota.c__Holophagae.o__Acanthopleuribacterales.f__Acanthopleuribacteraceae",0,0,NA,0,0,1,0.499
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae",0,0,NA,0,0,1,0.511
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Geitlerinemaceae",0,0,NA,0,0,1,0.804
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae",0,0,NA,0,0,1,0.709
"d__Bacteria.k__.p__Actinobacteriota.c__Thermoleophilia.o__Solirubrobacterales.f__67.14",0,0,NA,0,0,1,0.585
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.__",0,0,NA,0,0,1,0.659
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__A4b",0,0,NA,0,0,1,0.398
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae",0,0,NA,0,0,1,0.749
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__AT.s2.59.f__",0,0,NA,0,0,1,0.62
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Thermicanales.f__Thermicanaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SZB50.f__",0,0,NA,0,0,1,0.406
"d__Bacteria.k__.p__Nitrospinota.c__Nitrospinia.o__Nitrospinales.f__Nitrospinaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__uncultured",0,0,NA,0,0,1,0.763
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__PeM15.f__",0,0,NA,0,0,1,0.629
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__NS11.12_marine_group",0,0,NA,0,0,1,0.238
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.__.__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Moritellaceae",0,0,NA,0,0,1,0.693
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Dysgonomonadaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfomonilia.o__Desulfomonilales.f__Desulfomonilaceae",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.f__uncultured",0,0,NA,0,0,1,0.683
"d__Bacteria.k__.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_9.f__",0,0,NA,0,0,1,0.405
"d__Bacteria.k__.p__Actinobacteriota.c__Thermoleophilia.o__Gaiellales.f__uncultured",0,0,NA,0,0,1,0.624
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__NS9_marine_group",0,0,NA,0,0,1,0.317
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Devosiaceae",0,0,NA,0,0,1,0.773
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.__.__",0,0,NA,0,0,1,0.934
"d__Bacteria.k__.p__Nitrospirota.c__Nitrospiria.o__Nitrospirales.f__Nitrospiraceae",0,0,NA,0,0,1,0.7
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae",0,0,NA,0,0,1,0.314
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospiraceae",0,0,NA,0,0,1,0.199
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae",0,0,NA,0,0,1,0.288
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Alcanivoracaceae1",0,0,NA,0,0,1,0.251
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae",0,0,NA,0,0,1,0.225
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Caloramatoraceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae",0,0,NA,0,0,1,0.231
"d__Bacteria.k__.p__Verrucomicrobiota.c__Omnitrophia.o__.f__",0,0,NA,0,0,1,0.241
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Oscillatoriaceae",0,0,NA,0,0,1,0.656
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__SAR116_clade",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EPR3968.O8a.Bc78.f__",0,0,NA,0,0,1,0.217
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Synechococcales.f__Synechococcales_Incertae_Sedis",0,0,NA,0,0,1,0.88
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EV818SWSAP88.f__",0,0,NA,0,0,1,0.214
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__uncultured",0,0,NA,0,0,1,0.592
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__KI89A_clade.f__",0,0,NA,0,0,1,0.757
"d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__JGI_0000069.P22.f__",0,0,NA,0,0,1,0.485
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__PB19.f__",0,0,NA,0,0,1,0.261
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiohalorhabdales.f__Thiohalorhabdaceae",0,0,NA,0,0,1,0.714
"d__Bacteria.k__.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Nodosilineaceae",0,0,NA,0,0,1,0.798
"d__Bacteria.k__.p__Elusimicrobiota.c__Lineage_IIb.o__.f__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__",0,0,NA,0,0,1,0.306
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Ectothiorhodospiraceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae",0,0,NA,0,0,1,0.635
"d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__.f__",0,0,NA,0,0,1,0.986
"d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Thermomicrobiales.f__AKYG1722",0,0,NA,0,0,1,0.48
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__MWH.UniP1_aquatic_group",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Chloroflexi.c__KD4.96.o__.f__",0,0,NA,0,0,1,0.481
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae",0,0,NA,0,0,1,0.424
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Porticoccaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__UBA10353_marine_group.f__",0,0,NA,0,0,1,0.569
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Bogoriellaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Margulisbacteria.c__.o__.f__",0,0,NA,0,0,1,0.486
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae",0,0,NA,0,0,1,0.113
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Ga0077536.f__",0,0,NA,0,0,1,0.333
"d__Bacteria.k__.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae",0,0,NA,0,0,1,0.208
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae",0,0,NA,0,0,1,0.399
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae",0,0,NA,0,0,1,0.141
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae",0,0,NA,0,0,1,0.66
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae",0,0,NA,0,0,1,0.483
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Lachnospirales.__",0,0,NA,0,0,1,0.41
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__Actinomarinaceae",0,0,NA,0,0,1,0.324
"Unassigned.__.__.__.__.__",0,0,NA,0,0,1,0.702
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Dermabacteraceae",0,0,NA,0,0,1,0.12
"d__Bacteria.k__.p__Myxococcota.c__bacteriap25.o__.f__",0,0,NA,0,0,1,0.329
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae",0,0,NA,0,0,1,0.539
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__Parvibaculaceae",0,0,NA,0,0,1,0.229
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Dietziaceae",0,0,NA,0,0,1,0.127
"d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__Babeliaceae",0,0,NA,0,0,1,0.236
"d__Bacteria.k__.p__Acidobacteriota.c__Acidobacteriae.o__PAUC26f.f__",0,0,NA,0,0,1,0.324
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__",0,0,NA,0,0,1,0.541
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__mle1.8.f__",0,0,NA,0,0,1,0.411
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Kangiellaceae",0,0,NA,0,0,1,0.412
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured",0,0,NA,0,0,1,0.697
"d__Bacteria.k__.p__Bacteroidota.c__Ignavibacteria.o__Ignavibacteriales.f__Melioribacteraceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae",0,0,NA,0,0,1,0.36
"d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__Vermiphilaceae",0,0,NA,0,0,1,0.543
"d__Bacteria.k__.p__Latescibacterota.c__.o__.f__",0,0,NA,0,0,1,0.429
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Caminicellaceae",0,0,NA,0,0,1,0.345
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__EF100.94H03",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.__",0,0,NA,0,0,1,0.522
"d__Bacteria.k__.p__Planctomycetota.c__028H05.P.BN.P5.o__.f__",0,0,NA,0,0,1,0.322
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae",0,0,NA,0,0,1,0.415
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.__.__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Staphylococcales.f__Staphylococcaceae",0,0,NA,0,0,1,0.399
"d__Bacteria.k__.p__Planctomycetota.c__BD7.11.o__.f__",0,0,NA,0,0,1,0.335
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_III",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.__",0,0,NA,0,0,1,0.453
"d__Bacteria.k__.p__Cyanobacteria.c__Sericytochromatia.o__.f__",0,0,NA,0,0,1,0.24
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.__",0,0,NA,0,0,1,0.692
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.__.__",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.o__SJA.15.f__",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Crocinitomicaceae",0,0,NA,0,0,1,0.782
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Amoebophilaceae",0,0,NA,0,0,1,0.481
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Hydrogenophilaceae",0,0,NA,0,0,1,0.112
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_II",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Desulfobacterota.c__uncultured.o__.f__",0,0,NA,0,0,1,0.391
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.__",0,0,NA,0,0,1,0.495
"d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Chloroflexaceae",0,0,NA,0,0,1,0.501
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Piscirickettsiales.f__Piscirickettsiaceae",0,0,NA,0,0,1,0.126
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae",0,0,NA,0,0,1,0.225
"d__Bacteria.k__.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae",0,0,NA,0,0,1,0.561
"d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Moranbacteria.f__",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Pseudohongiellaceae",0,0,NA,0,0,1,0.308
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae",0,0,NA,0,0,1,0.403
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.__",0,0,NA,0,0,1,0.143
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Cellulomonadaceae",0,0,NA,0,0,1,0.346
"d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__Absconditabacteriales_.SR1..f__",0,0,NA,0,0,1,0.219
"d__Bacteria.k__.p__Patescibacteria.c__Dojkabacteria.o__.f__",0,0,NA,0,0,1,0.407
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Schleiferiaceae",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Chloroflexi.c__Ktedonobacteria.o__Ktedonobacterales.f__JG30.KF.AS9",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__WD2101_soil_group",0,0,NA,0,0,1,0.117
"d__Bacteria.k__.p__Planctomycetota.c__Pla3_lineage.o__.f__",0,0,NA,0,0,1,0.324
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Opitutaceae",0,0,NA,0,0,1,0.204
"d__Bacteria.k__.p__Entotheonellaeota.c__Entotheonellia.o__Entotheonellales.f__Entotheonellaceae",0,0,NA,0,0,1,0.598
"d__Bacteria.k__.p__Chloroflexi.c__Ktedonobacteria.o__Ktedonobacterales.f__Ktedonobacteraceae",0,0,NA,0,0,1,0.124
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Methylophilaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Bacteroidota.c__SJA.28.o__.f__",0,0,NA,0,0,1,0.316
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__CCM11a.f__",0,0,NA,0,0,1,0.335
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Haliangiales.f__Haliangiaceae",0,0,NA,0,0,1,0.494
"d__Bacteria.k__.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae",0,0,NA,0,0,1,0.337
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae",0,0,NA,0,0,1,0.405
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Izemoplasmatales.f__",0,0,NA,0,0,1,0.235
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__01D2Z36",0,0,NA,0,0,1,0.405
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__NRL2.f__",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Veillonellaceae",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__OM182_clade.f__",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Entomoplasmatales.f__Entomoplasmatales_Incertae_Sedis",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__BIrii41",0,0,NA,0,0,1,0.399
"d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Xiphinematobacteraceae",0,0,NA,0,0,1,0.606
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Eurycoccales.f__Eurycoccales_Incertae_Sedis",0,0,NA,0,0,1,0.305
"d__Bacteria.k__.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Criblamydiaceae",0,0,NA,0,0,1,0.422
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__uncultured.f__",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Oxyphotobacteria_Incertae_Sedis.f__Unknown_Family",0,0,NA,0,0,1,0.584
"d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Roseiflexaceae",0,0,NA,0,0,1,0.119
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__BD2.7",0,0,NA,0,0,1,0.194
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__ST.12K33",0,0,NA,0,0,1,0.117
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae",0,0,NA,0,0,1,0.695
"d__Bacteria.k__.p__Dadabacteria.c__Dadabacteriia.o__Dadabacteriales.f__",0,0,NA,0,0,1,0.555
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.__",0,0,NA,0,0,1,0.113
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_IV",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.__",0,0,NA,0,0,1,0.228
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.f__Nisaeaceae",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae",0,0,NA,0,0,1,0.143
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Blfdi19.f__",0,0,NA,0,0,1,0.115
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group",0,0,NA,0,0,1,0.137
"d__Bacteria.k__.p__Hydrogenedentes.c__Hydrogenedentia.o__Hydrogenedentiales.f__Hydrogenedensaceae",0,0,NA,0,0,1,0.126
"d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Waddliaceae",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__MBNT15.c__.o__.f__",0,0,NA,0,0,1,0.132
"d__Bacteria.k__.p__Chloroflexi.c__Anaerolineae.__.__",0,0,NA,0,0,1,0.324
"d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__",0,0,NA,0,0,1,0.218
"d__Bacteria.k__.p__Bacteroidota.c__Kapabacteria.o__Kapabacteriales.f__",0,0,NA,0,0,1,0.308
"d__Bacteria.k__.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__Arctic95B.14",0,0,NA,0,0,1,0.334
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__AT.s3.44.f__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Obscuribacterales.f__Obscuribacteraceae",0,0,NA,0,0,1,0.458
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__S1.3.65.f__",0,0,NA,0,0,1,0.103
"d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.__",0,0,NA,0,0,1,0.108
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae",0,0,NA,0,0,1,0.505
"d__Bacteria.k__.p__Chloroflexi.c__Dehalococcoidia.o__SAR202_clade.f__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.__",0,0,NA,0,0,1,0.001
"d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Fusibacteraceae",0,0,NA,0,0,1,0.113
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.__",0,0,NA,0,0,1,0.141
"d__Bacteria.k__.p__Spirochaetota.c__Leptospirae.o__Leptospirales.f__Leptospiraceae",0,0,NA,0,0,1,0.113
