,average,sd,ratio,ava,avb,cumsum,p
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Spongiibacteraceae,8.91E-05,0.000117315,0.759463456,0.8,0.2,0.994224242,0.446
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Lachnospirales.__,8.91E-05,0.000117315,0.759463456,0.2,0.8,0.99432407,0.003
d__Bacteria.k__.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae,8.49E-05,0.000106067,0.8,0.8,0,0.994419144,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Schleiferiaceae,8.49E-05,0.000173207,0.489897949,0.8,0,0.994514218,0.001
d__Bacteria.k__.p__Entotheonellaeota.c__Entotheonellia.o__Entotheonellales.f__Entotheonellaceae,8.49E-05,8.10E-05,1.047445873,0.8,0,0.994609293,0.3
d__Bacteria.k__.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae,8.49E-05,0.000106067,0.8,0.8,0,0.994704367,0.001
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Eel.36e1D6,8.49E-05,0.000173207,0.489897949,0.8,0,0.994799441,0.001
d__Bacteria.k__.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae,8.49E-05,0.000173207,0.489897949,0.8,0,0.994894515,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidetes_VC2.1_Bac22.f__,8.49E-05,0.000173207,0.489897949,0.8,0,0.994989589,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Rubrobacteria.o__Rubrobacterales.f__Rubrobacteriaceae,8.49E-05,0.000126245,0.67213444,0,0.8,0.995084664,0.963
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae,8.49E-05,0.000126245,0.67213444,0,0.8,0.995179738,0.111
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Beijerinckiaceae,8.49E-05,0.000126245,0.67213444,0.8,0,0.995274812,0.27
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.__,8.49E-05,0.000126245,0.67213444,0.8,0,0.995369886,0.131
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__,8.49E-05,0.000126245,0.67213444,0.8,0,0.99546496,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__Arctic95B.14,8.49E-05,0.000126245,0.67213444,0.8,0,0.995560035,0.022
d__Bacteria.k__.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_9.f__,7.64E-05,0.000120625,0.633107212,0.6,0.2,0.995645601,0.144
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Phormidiaceae,6.79E-05,8.03E-05,0.84523287,0.6,0.2,0.995721661,0.827
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__SAR86_clade.f__,6.36E-05,0.000129905,0.489897949,0.6,0,0.995792966,0.167
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured,6.36E-05,0.000129905,0.489897949,0.6,0,0.995864272,0.145
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Nitrincolaceae,6.36E-05,8.66E-05,0.734846923,0.6,0,0.995935578,0.612
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.__,6.36E-05,0.000129905,0.489897949,0,0.6,0.996006883,0.451
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996078189,0.165
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__uncultured,6.36E-05,0.000129905,0.489897949,0.6,0,0.996149495,0.681
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Francisellales.f__Francisellaceae,6.36E-05,0.000129905,0.489897949,0.6,0,0.9962208,0.852
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__NS9_marine_group,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996292106,0.002
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Alcanivoracaceae1,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996363412,0.001
d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__uncultured,6.36E-05,5.30E-05,1.2,0.6,0,0.996434717,0.722
d__Bacteria.k__.p__Chloroflexi.c__KD4.96.o__.f__,6.36E-05,8.66E-05,0.734846923,0,0.6,0.996506023,0.015
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.__.__,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996577329,0.656
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__Parvibaculaceae,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996648634,0.001
d__Bacteria.k__.p__Planctomycetota.c__028H05.P.BN.P5.o__.f__,6.36E-05,5.30E-05,1.2,0.6,0,0.99671994,0.001
d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Chloroflexaceae,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996791246,0.263
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Opitutaceae,6.36E-05,0.000129905,0.489897949,0.6,0,0.996862551,0.02
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Waddliaceae,6.36E-05,8.66E-05,0.734846923,0.6,0,0.996933857,0.001
d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Peregrinibacteria.f__,6.36E-05,0.000129905,0.489897949,0.6,0,0.997005163,0.151
d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Caenarcaniphilales.f__,6.36E-05,0.000129905,0.489897949,0.6,0,0.997076468,0.017
d__Bacteria.k__.p__Verrucomicrobiota.c__Kiritimatiellae.o__WCHB1.41.f__,6.36E-05,8.66E-05,0.734846923,0.6,0,0.997147774,0.001
d__Bacteria.k__.p__Acidobacteriota.c__Subgroup_21.o__.f__,6.36E-05,8.66E-05,0.734846923,0.6,0,0.997219079,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Moritellaceae,5.52E-05,8.17E-05,0.675078023,0.2,0.4,0.997280878,0.384
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Parachlamydiaceae,5.52E-05,8.17E-05,0.675078023,0.4,0.2,0.997342676,0.2
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae,5.52E-05,8.17E-05,0.675078023,0.2,0.4,0.997404474,0.23
d__Bacteria.k__.p__Dependentiae.c__Babeliae.o__Babeliales.f__Babeliaceae,5.52E-05,8.17E-05,0.675078023,0.4,0.2,0.997466272,0.004
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Coxiellales.f__Coxiellaceae,4.67E-05,5.37E-05,0.868496237,0.4,0.2,0.997518563,0.529
Unassigned.__.__.__.__.__,4.67E-05,5.37E-05,0.868496237,0.4,0.2,0.997570854,0.537
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae,4.24E-05,5.30E-05,0.8,0.4,0,0.997618391,0.253
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Paraspirulinaceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.997665928,0.575
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae,4.24E-05,5.30E-05,0.8,0.4,0,0.997713465,0.143
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.997761002,0.348
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.99780854,0.951
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Cyanobacteriaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.997856077,0.152
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospiraceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.997903614,0.017
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Simkaniaceae,4.24E-05,5.30E-05,0.8,0.4,0,0.997951151,0.815
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.997998688,0.333
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.998046225,0.285
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__Actinomarinaceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998093762,0.245
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Thermosynechococcales.f__Thermosynechococcaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.998141299,0.469
d__Bacteria.k__.p__Cyanobacteria.c__Sericytochromatia.o__.f__,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998188836,0.012
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998236373,0.001
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.998283911,0.128
d__Bacteria.k__.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae,4.24E-05,5.30E-05,0.8,0.4,0,0.998331448,0.137
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998378985,0.08
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Entomoplasmatales.f__Entomoplasmatales_Incertae_Sedis,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998426522,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Methylacidiphilales.f__Methylacidiphilaceae,4.24E-05,8.66E-05,0.489897949,0,0.4,0.998474059,0.694
d__Bacteria.k__.p__Acidobacteriota.c__Subgroup_26.o__.f__,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998521596,0.133
d__Bacteria.k__.p__WS2.c__.o__.f__,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998569133,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__IMCC26256.f__,4.24E-05,5.30E-05,0.8,0.4,0,0.99861667,0.001
d__Bacteria.k__.p__Patescibacteria.c__ABY1.o__Candidatus_Falkowbacteria.f__,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998664207,0.001
d__Bacteria.k__.p__Chloroflexi.c__JG30.KF.CM66.o__.f__,4.24E-05,8.66E-05,0.489897949,0.4,0,0.998711745,0.001
d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__Bradymonadales.f__,3.39E-05,5.05E-05,0.67213444,0.2,0.2,0.998749774,0.468
d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__Silvanigrellales.f__Silvanigrellaceae,3.39E-05,5.05E-05,0.67213444,0.2,0.2,0.998787804,0.16
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Nitriliruptorales.f__Nitriliruptoraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998811572,0.596
d__Bacteria.k__.p__Planctomycetota.c__Planctomycetes.o__Gemmatales.f__Gemmataceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998835341,0.883
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__AEGEAN.169_marine_group,2.12E-05,4.33E-05,0.489897949,0.2,0,0.99885911,0.131
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Alphaproteobacteria_Incertae_Sedis.f__Unknown_Family,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998882878,0.993
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998906647,0.814
d__Bacteria.k__.p__Chloroflexi.c__Dehalococcoidia.o__MSBL5.f__,2.12E-05,4.33E-05,0.489897949,0,0.2,0.998930415,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998954184,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodomicrobiaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.998977952,0.577
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999001721,0.523
d__Bacteria.k__.p__Actinobacteriota.c__Thermoleophilia.o__Solirubrobacterales.f__67.14,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999025489,0.352
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.__,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999049258,0.627
d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999073026,0.861
d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Vampirovibrionales.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999096795,0.577
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999120564,0.909
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EPR3968.O8a.Bc78.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999144332,0.019
d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__PB19.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999168101,0.128
d__Bacteria.k__.p__Elusimicrobiota.c__Lineage_IIb.o__.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999191869,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999215638,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999239406,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Dermabacteraceae,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999263175,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999286943,0.296
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Caminicellaceae,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999310712,0.157
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__EF100.94H03,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999334481,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999358249,0.287
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.__.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999382018,0.001
d__Bacteria.k__.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Moranbacteria.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999405786,0.001
d__Bacteria.k__.p__Chloroflexi.c__Ktedonobacteria.o__Ktedonobacterales.f__JG30.KF.AS9,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999429555,0.001
d__Bacteria.k__.p__Planctomycetota.c__Pla3_lineage.o__.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999453323,0.157
d__Bacteria.k__.p__Chloroflexi.c__Ktedonobacteria.o__Ktedonobacterales.f__Ktedonobacteraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999477092,0.001
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Izemoplasmatales.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.99950086,0.014
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__NRL2.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999524629,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__OM182_clade.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999548398,0.001
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.f__Xiphinematobacteraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999572166,0.536
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Eurycoccales.f__Eurycoccales_Incertae_Sedis,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999595935,0.165
d__Bacteria.k__.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999619703,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999643472,0.614
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group,2.12E-05,4.33E-05,0.489897949,0.2,0,0.99966724,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999691009,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999714777,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Paludibacteraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999738546,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999762314,0.001
d__Bacteria.k__.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Polyangiaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999786083,0.001
d__Bacteria.k__.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__uncultured,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999809852,0.12
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.99983362,0.315
d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Sulfurovaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999857389,0.001
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999881157,0.149
d__Bacteria.k__.p__Chloroflexi.__.__.__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999904926,0.025
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae,2.12E-05,4.33E-05,0.489897949,0,0.2,0.999928694,0.149
d__Bacteria.k__.p__Acidobacteriota.c__Aminicenantia.o__Aminicenantales.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999952463,0.001
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__uncultured,2.12E-05,4.33E-05,0.489897949,0.2,0,0.999976231,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__JTB23.f__,2.12E-05,4.33E-05,0.489897949,0.2,0,1,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae,0,0,NA,0,0,1,0.349
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_I,0,0,NA,0,0,1,0.354
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__uncultured,0,0,NA,0,0,1,0.156
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Anaplasmataceae,0,0,NA,0,0,1,0.858
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__S25.593,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Marinimicrobia_.SAR406_clade..c__.o__.f__,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Parvibaculales.f__uncultured,0,0,NA,0,0,1,0.144
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Marinobacteraceae,0,0,NA,0,0,1,0.442
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Entomoplasmatales.f__Spiroplasmataceae,0,0,NA,0,0,1,0.44
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.__,0,0,NA,0,0,1,0.915
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae,0,0,NA,0,0,1,0.452
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__,0,0,NA,0,0,1,0.263
d__Bacteria.k__.p__Bdellovibrionota.c__Oligoflexia.o__053A03.B.DI.P58.f__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.o__.f__Geopsychrobacteraceae,0,0,NA,0,0,1,0.156
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Blattabacteriaceae,0,0,NA,0,0,1,0.524
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Litoricolaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae,0,0,NA,0,0,1,0.958
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae,0,0,NA,0,0,1,0.262
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae,0,0,NA,0,0,1,0.712
d__Bacteria.k__.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Arctic97B.4_marine_group.f__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae,0,0,NA,0,0,1,0.12
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Xanthobacteraceae,0,0,NA,0,0,1,0.426
d__Bacteria.k__.p__Firmicutes.c__Bacilli.o__Thermicanales.f__Thermicanaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Paracaedibacterales.f__Paracaedibacteraceae,0,0,NA,0,0,1,0.587
d__Bacteria.k__.p__Desulfobacterota.c__Desulfuromonadia.__.__,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Dysgonomonadaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Microcystaceae,0,0,NA,0,0,1,0.435
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae,0,0,NA,0,0,1,0.36
d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae,0,0,NA,0,0,1,0.276
d__Bacteria.k__.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Caloramatoraceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae,0,0,NA,0,0,1,0.264
d__Bacteria.k__.p__Verrucomicrobiota.c__Omnitrophia.o__.f__,0,0,NA,0,0,1,0.232
d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__SAR116_clade,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__EV818SWSAP88.f__,0,0,NA,0,0,1,0.239
d__Bacteria.k__.p__Patescibacteria.c__Gracilibacteria.o__JGI_0000069.P22.f__,0,0,NA,0,0,1,0.52
d__Bacteria.k__.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Chloroflexi.c__Chloroflexia.o__Thermomicrobiales.f__JG30.KF.CM45,0,0,NA,0,0,1,0.671
d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Nodosilineaceae,0,0,NA,0,0,1,0.864
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Ectothiorhodospiraceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae,0,0,NA,0,0,1,0.666
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__MWH.UniP1_aquatic_group,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Porticoccaceae,0,0,NA,0,0,1,0.001
d__Bacteria.k__.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Bogoriellaceae,0,0,NA,0,0,1,0.149
d__Bacteria.k__.p__Margulisbacteria.c__.o__.f__,0,0,NA,0,0,1,0.509
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Comamonadaceae,0,0,NA,0,0,1,0.535
d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae,0,0,NA,0,0,1,0.128
d__Bacteria.k__.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae,0,0,NA,0,0,1,0.253
